Codigo;Nome;Barra;Submercado
595; 5G2333 _MMGD ;0; SE      
596; 5G2334 _MMGD ;0; SE      
597; 5G2335 _MMGD ;0; SE      
598; 5G2336 _MMGD ;0; SE      
599; 5G2337 _MMGD ;0; SE      
600; 5G2338 _MMGD ;0; SE      
601; 5G2339 _MMGD ;0; SE      
602; 5G2340 _MMGD ;0; SE      
603; 5G2341 _MMGD ;0; SE      
604; 5G2342 _MMGD ;0; SE      
605; 5G2343 _MMGD ;0; SE      
606; 5G2344 _MMGD ;0; SE      
607; 5G2345 _MMGD ;0; SE      
608; 5G2346 _MMGD ;0; SE      
609; 5G2347 _MMGD ;0; SE      
610; 5G2348 _MMGD ;0; SE      
611; 5G2351 _MMGD ;0; S       
612; 5G2355 _MMGD ;0; S       
613; 5G2356 _MMGD ;0; S       
614; 5G2357 _MMGD ;0; S       
615; 5G2358 _MMGD ;0; S       
616; 5G2359 _MMGD ;0; S       
617; 5G2361 _MMGD ;0; S       
618; 5G2365 _MMGD ;0; S       
619; 5G2378 _MMGD ;0; S       
620; 5G2380 _MMGD ;0; S       
621; 5G2381 _MMGD ;0; S       
622; 5G2383 _MMGD ;0; S       
623; 5G2384 _MMGD ;0; S       
624; 5G2385 _MMGD ;0; S       
625; 5G2386 _MMGD ;0; S       
626; 5G2387 _MMGD ;0; S       
627; 5G2388 _MMGD ;0; S       
628; 5G2389 _MMGD ;0; S       
629; 5G2392 _MMGD ;0; S       
630; 5G2398 _MMGD ;0; S       
631; 5G2400 _MMGD ;0; S       
632; 5G2408 _MMGD ;0; S       
633; 5G2412 _MMGD ;0; S       
634; 5G2413 _MMGD ;0; S       
635; 5G2414 _MMGD ;0; S       
636; 5G2417 _MMGD ;0; S       
637; 5G2418 _MMGD ;0; S       
638; 5G2423 _MMGD ;0; S       
639; 5G2429 _MMGD ;0; S       
640; 5G2430 _MMGD ;0; S       
641; 5G2431 _MMGD ;0; S       
642; 5G2433 _MMGD ;0; S       
643; 5G2436 _MMGD ;0; S       
644; 5G2438 _MMGD ;0; S       
645; 5G2442 _MMGD ;0; S       
646; 5G2443 _MMGD ;0; S       
647; 5G2445 _MMGD ;0; S       
648; 5G2448 _MMGD ;0; S       
649; 5G2450 _MMGD ;0; S       
650; 5G2452 _MMGD ;0; S       
651; 5G2454 _MMGD ;0; S       
652; 5G2456 _MMGD ;0; S       
653; 5G2457 _MMGD ;0; S       
654; D2SNO  _USI  ;0; S       
655; D2UJU  _UJU_ ;0; S       
656; D2USIB _USI  ;0; S       
657; 5G2465 _MMGD ;0; S       
658; 5G2468 _MMGD ;0; S       
659; 5G2469 _MMGD ;0; S       
660; 5G2471 _MMGD ;0; S       
661; 5G2473 _MMGD ;0; S       
662; 5G2474 _MMGD ;0; S       
663; 5G2479 _MMGD ;0; S       
664; 5G2482 _MMGD ;0; S       
665; 5G2483 _MMGD ;0; S       
666; 5G2484 _MMGD ;0; S       
667; 5G2486 _MMGD ;0; S       
668; 5G2487 _MMGD ;0; S       
669; 5G2488 _MMGD ;0; S       
670; 5G2489 _MMGD ;0; S       
671; 5G2490 _MMGD ;0; S       
672; 5G2491 _MMGD ;0; S       
673; 5G2497 _MMGD ;0; S       
674; 5G2535 _MMGD ;0; SE      
675; F1UPA  _Para ;0; SE      
676; 5G2609 _MMGD ;0; SE      
677; A1ARC  _Arac ;0; SE      
678; 5G2613 _MMGD ;0; SE      
679; 5G2614 _MMGD ;0; SE      
